Product Family,Product Of (Primary Service),Primary Service Category,Product Vendor,Internal Product Name,Pricing Methodology,Proposal Product Name,MeridianLink Consumer Discount Module (Y/N),One Time Fee,NSItemID - OneTime,Annual Fee,NSItemID-Annual,Per Transaction Fee,NSItemID-Transaction,NSItemID-Overage,NSItemID-Commitment,Managed Services ACV (Y/N),Monthly Minimum Commitment ($),Internal Notes for Sales,External Notes for Customer, Product Description ,Additional Accounting Items to Add," Logic
[e.g., 1 AND (2 OR 3)] "," Constraint #1
Dependent or Exclusion "," Constraint #1
Description (Please Explain) "," Constraint #2
Dependent or Exclusion "," Constraint #2
Description (Please Explain) "," Constraint #3
Dependent or Exclusion "," Constraint #3
Description (Please Explain) "," Constraint #4
Dependent or Exclusion "," Constraint #4
Description (Please Explain) ",Other Monthly Fee,Capability Line Level,Add On Type,Tier Name,Tier Level,Tier Minimum,Tier Maximum,Product Category
Origination - Consumer,MeridianLink Consumer/Opening,Add On - Lead Intake,Rate Genius,Rate Genius,Standard,Rate Genius,N,3300.0,CONS-0004,2400.0,CONS-0030,,,,,N,,"refinance leads; Fee is only applicable if RateGenius apps are sent directly into MeridianLink Consumer, if routed through DealerTrack there is no separate fee",,,,,,,,,,,,,,Consumer & Digital Engagement,Lead Intake,Rate Genius,,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - Lead Intake,FINOFR,FINOFR Direct Core Reset,Standard,FINOFR Direct Core Reset,N,4900.0,CONS-0256,2400.0,CONS-0027,,,,,N,,,,,,,,,,,,,,,,Consumer & Digital Engagement,Lead Intake,FINOFR Direct Core Reset,,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - Lead Intake,FINOFR,FINOFR Pre-Approval API (Consumer),Standard,FINOFR Pre-Approval API,N,4900.0,SHARED-0601,2400.0,SHARED-0602,,,,,N,,,,,,,,,,,,,,,,Consumer & Digital Engagement,Lead Intake,FINOFR Pre-Approval API (Consumer),,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - Lead Intake,SavvyMoney,SavvyMoney,Standard,SavvyMoney,N,0.0,CONS-0211,,,,,,,,,,,,,,,,,,,,,,,Consumer & Digital Engagement,Lead Intake,SavvyMoney,,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - Lead Intake,Movemint,Movemint Tier 1: $5B+,Standard,Movemint,N,8500.0,SHARED-0386,20250.0,SHARED-0393,,,,,N,,Also applies to LoanEngine (white label by Harland Clarke),,,,,,,,,,,,,,Not Mapped,Lead Intake,Movemint,Tier 1,5000000000.0,0.0,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - Lead Intake,Movemint,Movemint Tier 2: $1B - $5B,Standard,Movemint,N,7750.0,SHARED-0386,15500.0,SHARED-0392,,,,,N,,Also applies to LoanEngine (white label by Harland Clarke),,,,,,,,,,,,,,Consumer & Digital Engagement,Lead Intake,Movemint,Tier 2,1000000000.0,0.0,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - Lead Intake,Movemint,Movemint Tier 3: $500M - $1B,Standard,Movemint,N,7750.0,SHARED-0386,9250.0,SHARED-0385,,,,,N,,Also applies to LoanEngine (white label by Harland Clarke),,,,,,,,,,,,,,Consumer & Digital Engagement,Lead Intake,Movemint,Tier 3,500000000.0,0.0,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - Lead Intake,Movemint,Movemint Tier 4: $250M - $500M,Standard,Movemint,N,7750.0,SHARED-0386,6250.0,SHARED-0388,,,,,N,,Also applies to LoanEngine (white label by Harland Clarke),,,,,,,,,,,,,,Consumer & Digital Engagement,Lead Intake,Movemint,Tier 4,250000000.0,0.0,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - Lead Intake,Movemint,Movemint Tier 5: $100M - $250M,Standard,Movemint,N,7750.0,SHARED-0386,6250.0,SHARED-0394,,,,,N,,Also applies to LoanEngine (white label by Harland Clarke),,,,,,,,,,,,,,Consumer & Digital Engagement,Lead Intake,Movemint,Tier 5,100000000.0,0.0,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - Lead Intake,Blend,Blend,Standard,Blend,N,10750.0,SHARED-0545,5300.0,SHARED-0544,,,,,N,,,,,,,,,,,,,,,,Consumer & Digital Engagement,Lead Intake,Blend,,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - Lead Intake,Partner Auto Lead Generation,Auto Lead Generation Bundle,Standard,Auto Lead Generation Bundle,N,3500.0,CONS-0647,2500.0,CONS-0648,,,,,,,Must have Consumer Module,,,,,,,,,,,,,,Consumer & Digital Engagement,Lead Intake,Auto Lead Generation,,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - Lead Intake,Mark III,MarkIII,Standard,MarkIII,N,3025.0,CONS-0643,2215.0,CONS-0644,,,,,N,,,,,,,,,,,,,,,,Not Mapped,Lead Intake,MarkIII,,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - Lead Intake,Members Mobile,Members Mobile,Standard,Members Mobile,N,3025.0,CONS-0645,2215.0,CONS-0646,,,,,N,,,,,,1,Dependent,Account Opening Only,,,,,,,,Account Opening,Lead Intake,Members Mobile,,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - Merchant Lending,MeridianLink,Merchant Lending,Standard,Merchant Lending,N,6250.0,CONS-0143,,,,,,,N,,"For consumer-facing portal, they must buy/use AP",,,,,,,,,,,,,,Not Mapped,Merchant Lending,Merchant Lending,,,,Add Ons
SHARED,MeridianLink Consumer/Opening,Add On - Merchant Lending,LoanStar Technologies,LoanStar Technologies (Consumer),Standard,LoanStar Technologies,N,3300.0,SHARED-0387,2400.0,SHARED-0390,,,,,N,,,,,,,,,,,,,,,,Consumer & Digital Engagement,Merchant Lending,LoanStar Technologies (Consumer),,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - MeridianLink Access,MeridianLink,MeridianLink Access (up to 500 monthly applications),Standard,MeridianLink Access (up to 500 monthly applications),N,11250.0,ACCS-0010,12000.0,ACCS-0004,,,,,N,,"For existing customers, pricing changes when client re-ups (contract expiration and/or extension); level determined by previous year volume",,,,,,,,,,,,,,Consumer & Digital Engagement,MeridianLink Access,MeridianLink Access,Tier 6,0.0,500.0,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - MeridianLink Access,MeridianLink,MeridianLink Access (up to 1000 monthly applications),Standard,MeridianLink Access (up to 1000 monthly applications),N,11250.0,ACCS-0010,18250.0,ACCS-0004,,,,,N,,"For existing customers, pricing changes when client re-ups (contract expiration and/or extension); level determined by previous year volume",,,,,,,,,,,,,,Consumer & Digital Engagement,MeridianLink Access,MeridianLink Access,Tier 5,501.0,1000.0,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - MeridianLink Access,MeridianLink,MeridianLink Access (up to 2000 monthly applications),Standard,MeridianLink Access (up to 2000 monthly applications),N,11250.0,ACCS-0010,24250.0,ACCS-0004,,,,,N,,"For existing customers, pricing changes when client re-ups (contract expiration and/or extension); level determined by previous year volume",,,,,,,,,,,,,,Consumer & Digital Engagement,MeridianLink Access,MeridianLink Access,Tier 4,1001.0,2000.0,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - MeridianLink Access,MeridianLink,MeridianLink Access (up to 4000 monthly applications),Standard,MeridianLink Access (up to 4000 monthly applications),N,11250.0,ACCS-0010,30500.0,ACCS-0004,,,,,N,,"For existing customers, pricing changes when client re-ups (contract expiration and/or extension); level determined by previous year volume",,,,,,,,,,,,,,Consumer & Digital Engagement,MeridianLink Access,MeridianLink Access,Tier 3,20001.0,4000.0,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - MeridianLink Access,MeridianLink,MeridianLink Access (up to 8000 monthly applications),Standard,MeridianLink Access (up to 8000 monthly applications),N,11250.0,ACCS-0010,36500.0,ACCS-0004,,,,,N,,"For existing customers, pricing changes when client re-ups (contract expiration and/or extension); level determined by previous year volume",,,,,,,,,,,,,,Consumer & Digital Engagement,MeridianLink Access,MeridianLink Access,Tier 2,4001.0,8000.0,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - MeridianLink Access,MeridianLink,MeridianLink Access (Unlimited monthly applications),Standard,MeridianLink Access (Unlimited monthly applications),N,11250.0,ACCS-0010,46250.0,ACCS-0004,,,,,N,,"For existing customers, pricing changes when client re-ups (contract expiration and/or extension); level determined by previous year volume",,,,,,,,,,,,,,Consumer & Digital Engagement,MeridianLink Access,MeridianLink Access,Tier 1,80001.0,0.0,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - MeridianLink Access,MeridianLink,MeridianLink Access Tune Up,Standard,MeridianLink Access Tune Up,N,4000.0,SHARED-0568,,,,,,,N,,Additional support from Services Team for existing Access customers that require additional support deploying specific features or functionality ,,,,1,Dependent,Customer has MeridianLink Access Implemented,,,,,,,,Not Mapped,MeridianLink Access,MeridianLink Access Tune Up,,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - MeridianLink Access,Alpharank,"Alpharank T1: $10B+ AUM, Each Additional Service (Consumer - Access)",Monthly,Alpharank,N,0.0,SHARED-0647,30180.0,SHARED-0646,,,,,N,,,,,,,,,,,,,,,X,Consumer & Digital Engagement,MeridianLink Portal,"Alpharank T1: $10B+ AUM, Each Additional Service (Consumer - Access)",,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - MeridianLink Access,Alpharank,"Alpharank T1: $10B+ AUM, Initial Service (Consumer - Access)",Monthly,Alpharank,N,0.0,SHARED-0645,46428.0,SHARED-0644,,,,,N,,,,,,,,,,,,,,,X,Consumer & Digital Engagement,MeridianLink Portal,"Alpharank T1: $10B+ AUM, Initial Service (Consumer - Access)",,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - MeridianLink Access,Alpharank,"Alpharank T2: $2B-$10B AUM, Each Additional Service (Consumer - Access)",Monthly,Alpharank,N,0.0,SHARED-0647,27588.0,SHARED-0646,,,,,N,,,,,,,,,,,,,,,X,Consumer & Digital Engagement,MeridianLink Portal,"Alpharank T2: $2B-$10B AUM, Each Additional Service (Consumer - Access)",,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - MeridianLink Access,Alpharank,"Alpharank T2: $2B-$10B AUM, Initial Service (Consumer - Access)",Monthly,Alpharank,N,0.0,SHARED-0645,42420.0,SHARED-0644,,,,,N,,,,,,,,,,,,,,,X,Consumer & Digital Engagement,MeridianLink Portal,"Alpharank T2: $2B-$10B AUM, Initial Service (Consumer - Access)",,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - MeridianLink Access,Alpharank,"Alpharank T3: $500M-$2B AUM, Each Additional Service (Consumer - Access)",Monthly,Alpharank,N,0.0,SHARED-0647,21180.0,SHARED-0646,,,,,N,,,,,,,,,,,,,,,X,Consumer & Digital Engagement,MeridianLink Portal,"Alpharank T3: $500M-$2B AUM, Each Additional Service (Consumer - Access)",,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - MeridianLink Access,Alpharank,"Alpharank T3: $500M-$2B AUM, Initial Service (Consumer - Access)",Monthly,Alpharank,N,0.0,SHARED-0645,32556.0,SHARED-0644,,,,,N,,,,,,,,,,,,,,,X,Consumer & Digital Engagement,MeridianLink Portal,"Alpharank T3: $500M-$2B AUM, Initial Service (Consumer - Access)",,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - MeridianLink Access,Alpharank,"Alpharank T4: <$500M AUM, Each Additional Service (Consumer - Access)",Monthly,Alpharank,N,0.0,SHARED-0647,16296.0,SHARED-0646,,,,,N,,,,,,,,,,,,,,,X,Consumer & Digital Engagement,MeridianLink Portal,"Alpharank T4: <$500M AUM, Each Additional Service (Consumer - Access)",,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - MeridianLink Access,Alpharank,"Alpharank T4: <$500M AUM, Initial Service (Consumer - Access)",Monthly,Alpharank,N,0.0,SHARED-0645,25140.0,SHARED-0644,,,,,N,,,,,,,,,,,,,,,X,Consumer & Digital Engagement,MeridianLink Portal,"Alpharank T4: <$500M AUM, Initial Service (Consumer - Access)",,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - MeridianLink Access,Prove,Prefill Service via Prove,Standard,Prefill Service via Prove,N,3025.0,ACCS-0011,,,1.6,ACCS-0012,,ACCS-0013,,,per successful prefill,"per successful prefill, prefill data was exposed to the application",,,,,,,,,,,,,Not Mapped,MeridianLink Access,Prefill Service via Prove,,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - MeridianLink Consulting,MeridianLink,MeridianLink Sandbox & Study Hall,Standard,MeridianLink Sandbox & Study Hall,N,5300.0,CSLT-0034,,,,,,,N,,Annual fee is per User,Annual fee is per User,,,,,,,,,,,,,Not Mapped,MeridianLink Consulting,MeridianLink Sandbox & Study Hall,,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - MeridianLink Portal,Alpharank,"Alpharank T1: $10B+ AUM, Each Additional Service (Consumer - Portal)",Monthly,Alpharank,N,0.0,SHARED-0647,30180.0,SHARED-0646,,,,,N,,,,,,1 OR 2,Dependent,ML Portal (PORT-0010),Dependent,ML Portal (PORT-0034),,,,,X,Consumer & Digital Engagement,MeridianLink Portal,"Alpharank T1: $10B+ AUM, Each Additional Service (Consumer - Portal)",,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - MeridianLink Portal,Alpharank,"Alpharank T1: $10B+ AUM, Initial Service (Consumer - Portal)",Monthly,Alpharank,N,0.0,SHARED-0645,46428.0,SHARED-0644,,,,,N,,,,,,1 OR 2,Dependent,ML Portal (PORT-0010),Dependent,ML Portal (PORT-0034),,,,,X,Consumer & Digital Engagement,MeridianLink Portal,"Alpharank T1: $10B+ AUM, Initial Service (Consumer - Portal)",,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - MeridianLink Portal,Alpharank,"Alpharank T2: $2B-$10B AUM, Each Additional Service (Consumer - Portal)",Monthly,Alpharank,N,0.0,SHARED-0647,27588.0,SHARED-0646,,,,,N,,,,,,1 OR 2,Dependent,ML Portal (PORT-0010),Dependent,ML Portal (PORT-0034),,,,,X,Consumer & Digital Engagement,MeridianLink Portal,"Alpharank T2: $2B-$10B AUM, Each Additional Service (Consumer - Portal)",,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - MeridianLink Portal,Alpharank,"Alpharank T2: $2B-$10B AUM, Initial Service (Consumer - Portal)",Monthly,Alpharank,N,0.0,SHARED-0645,42420.0,SHARED-0644,,,,,N,,,,,,1 OR 2,Dependent,ML Portal (PORT-0010),Dependent,ML Portal (PORT-0034),,,,,X,Consumer & Digital Engagement,MeridianLink Portal,"Alpharank T2: $2B-$10B AUM, Initial Service (Consumer - Portal)",,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - MeridianLink Portal,Alpharank,"Alpharank T3: $500M-$2B AUM, Each Additional Service (Consumer - Portal)",Monthly,Alpharank,N,0.0,SHARED-0647,21180.0,SHARED-0646,,,,,N,,,,,,1 OR 2,Dependent,ML Portal (PORT-0010),Dependent,ML Portal (PORT-0034),,,,,X,Consumer & Digital Engagement,MeridianLink Portal,"Alpharank T3: $500M-$2B AUM, Each Additional Service (Consumer - Portal)",,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - MeridianLink Portal,Alpharank,"Alpharank T3: $500M-$2B AUM, Initial Service (Consumer - Portal)",Monthly,Alpharank,N,0.0,SHARED-0645,32556.0,SHARED-0644,,,,,N,,,,,,1 OR 2,Dependent,ML Portal (PORT-0010),Dependent,ML Portal (PORT-0034),,,,,X,Consumer & Digital Engagement,MeridianLink Portal,"Alpharank T3: $500M-$2B AUM, Initial Service (Consumer - Portal)",,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - MeridianLink Portal,Alpharank,"Alpharank T4: <$500M AUM, Each Additional Service (Consumer - Portal)",Monthly,Alpharank,N,0.0,SHARED-0647,16296.0,SHARED-0646,,,,,N,,,,,,1 OR 2,Dependent,ML Portal (PORT-0010),Dependent,ML Portal (PORT-0034),,,,,X,Consumer & Digital Engagement,MeridianLink Portal,"Alpharank T4: <$500M AUM, Each Additional Service (Consumer - Portal)",,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - MeridianLink Portal,Alpharank,"Alpharank T4: <$500M AUM, Initial Service (Consumer - Portal)",Monthly,Alpharank,N,0.0,SHARED-0645,25140.0,SHARED-0644,,,,,N,,,,,,1 OR 2,Dependent,ML Portal (PORT-0010),Dependent,ML Portal (PORT-0034),,,,,X,Consumer & Digital Engagement,MeridianLink Portal,"Alpharank T4: <$500M AUM, Initial Service (Consumer - Portal)",,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - Misc,MeridianLink,Add Additional Lender,Standard,Add Additional Lender,N,8250.0,CONS-0190,3200.0,CONS-0068,,,,,N,,This does not include live clients going through a core conversion where an additional lender is added to Beta for implementation purposes.,,,,,,,,,,,,,,Consumer Module,Misc,Add Additional Lender,,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - Misc,MeridianLink,Additional Automated Actions,Standard,Additional Automated Actions,N,0.0,CONS-0355,2400.0,CONS-0101,,,,,N,,Package includes 50 reports. Additional blocks of 10 reports are available for the annual fee (up to 20 additional reports),,,,,,,,,,,,,,Consumer Module,Misc,Additional Automated Actions,,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - Misc,MeridianLink,Additional Scheduled Reports,Standard,Additional Scheduled Reports,N,0.0,CONS-0356,2400.0,CONS-0102,,,,,N,,Package includes 50 reports. Additional blocks of 10 reports are available for the annual fee (up to 20 additional reports),,,,,,,,,,,,,,Consumer Module,Misc,Additional Scheduled Reports,,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - Misc,MeridianLink,Production Sync ,Standard,Production Sync (Consumer),N,10750.0,SHARED-0088,,,,,,,N,,This item supports migration from production to beta/demo. ,,,,,,,,,,,,,,Not Mapped,Misc,Production Sync ,,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - Misc,AffordIT,AffordIT,Standard,AffordIT,N,3300.0,CONS-0464,2400.0,CONS-0452,,,,,N,,Utilizes MeridianLink Consumer Synergic Framework,,,,1,Dependent,Customer must have any module for ML Consumer/Opening,,,,,,,,Not Mapped,Misc,AffordIT,,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - Misc,AFG,Auto Financial Group (AFG),Standard,Auto Financial Group (AFG),N,3300.0,CONS-0562,2400.0,CONS-0563,,,,,N,,,,Auto Financial Group loan calculator for balloon payments through MeridianLink Consumer API Integration.,,,,,,,,,,,,Consumer & Digital Engagement,Misc,Auto Financial Group (AFG),,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - Misc,MeridianLink,Automail,Standard,Automail,N,1575.0,CONS-0504,,,,,,,,,,,,,,,,,,,,,,,Not Mapped,Misc,Automail,,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - Misc,MeridianLink,Booking Validation,Standard,Booking Validation,N,-1234.0,CONS-0505,,,,,,,,,On an exception basis only. Quote pricing.  Price is not actually -$1234.00. ,,,,,,,,,,,,,,Consumer Module,Misc,Booking Validation,,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - Misc,MeridianLink,CLF Export Automated Action,Standard,CLF Export Automated Action,N,0.0,CONS-0359,1575.0,CONS-0103,,,,,N,,,,,,,,,,,,,,,,Data & Reporting,Misc,CLF Export Automated Action,,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - Misc,MeridianLink,Data Extraction Tool,Standard,Data Extraction Tool,N,6500.0,CONS-0232,1575.0,CONS-0107,,,,,N,,,,,,,,,,,,,,,,Data & Reporting,Misc,Data Extraction Tool,,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - Misc,Eltropy,Eltropy,Standard,Eltropy,N,3100.0,CONS-0497,2400.0,CONS-0496,,,,CONS-0495,,-1234.0,Member Engagement Tool.  Text Messaging Solution,,,,,,,,,,,,,,Consumer & Digital Engagement,Misc,Eltropy,,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - Misc,MeridianLink,MeridianLink Consumer & Opening Admin Training Class Series,Standard,MeridianLink Consumer & Opening Admin Training Class Series,N,2800.0,CONS-0612,,,,,,,,,Price is per account and valid for one year. Classes are offered on a regular monthly schedule,Price is per account and valid for one year. Does not renew.,,,,,,,,,,,,,Recurring Consulting Services,Misc,MeridianLink Consumer & Opening Admin Training Class Series,,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - Misc,MeridianLink,MeridianLink Consumer & Opening Admin Training Package,Standard,MeridianLink Consumer & Opening Admin Training Package,N,6000.0,CONS-0611,,,,,,,N,,Price is per account and valid for one year. Classes are offered on a regular monthly schedule,Price is per account and valid for one year. Does not renew.,,,,,,,,,,,,,Recurring Consulting Services,Misc,MeridianLink Consumer & Opening Admin Training Package,,,,Add Ons
Origination - Consumer,MeridianLink Consumer/Opening,Add On - Misc,MeridianLink,MeridianLink Consumer & Opening Custom Training,Standard,MeridianLink Consumer & Opening Custom Training,N,0.0,CONS-0614,,,-1234.0,CONS-0608,,,,,,,,,,,,,,,,,,,Not Mapped,Misc,MeridianLink Consumer & Opening Custom Training,,,,Add Ons
